qa_id,source,path,category,question,A,B,C,D,answer,subject_id
training_1388,HAU,HAU/user19/7-1-3,multi,Which of the following actions appear in this video?,Typing on a keyboard,Checking body temperature,Massaging oneself,Taking medicine,BCD,user19
training_1389,HAU,HAU/user19/7-2-1,multi,Which of the following actions appear in this video?,Writing,Pouring,Walking,Wiping surface,BCD,user19
training_1390,HAU,HAU/user19/7-2-2,multi,Which of the following actions appear in this video?,Calling,Getting dressed,Standing up,Eating,D,user19
training_1391,HAU,HAU/user19/7-2-3,multi,Which of the following actions appear in this video?,Jumping jacks,Sweeping,Walking,Typing on a keyboard,BC,user19
training_1392,HAU,HAU/user20/1-1-1,multi,Which of the following actions appear in this video?,Wiping surface,Drinking,Massaging oneself,Combing hair,D,user20
training_1393,HAU,HAU/user20/1-1-2,multi,Which of the following actions appear in this video?,Reading,Taking medicine,Checking the time,Eating,C,user20
training_1394,HAU,HAU/user20/1-1-3,multi,Which of the following actions appear in this video?,Wiping hands,Writing,Combing hair,Checking the time,CD,user20
training_1395,HAU,HAU/user20/1-2-1,multi,Which of the following actions appear in this video?,Walking,Squats,Stretching,Combing hair,ABC,user20
training_1396,HAU,HAU/user20/1-2-2,multi,Which of the following actions appear in this video?,Stretching,Massaging oneself,Walking,Squats,ACD,user20
training_1397,HAU,HAU/user20/1-2-3,multi,Which of the following actions appear in this video?,Standing up,Squats,Brushing teeth,Drinking,B,user20
training_1398,HAU,HAU/user20/2-1-1,multi,Which of the following actions appear in this video?,Squats,Sweeping,Running,Massaging oneself,B,user20
training_1399,HAU,HAU/user20/2-1-2,multi,Which of the following actions appear in this video?,Mopping,Drinking,Jumping jacks,Grabbing utensils,ABD,user20
training_1400,HAU,HAU/user20/2-1-3,multi,Which of the following actions appear in this video?,Listening to the music with headphones,Washing dishes,Eating,Sitting down,C,user20
training_1401,HAU,HAU/user20/2-2-1,multi,Which of the following actions appear in this video?,Turning a page,Taking a selfie,Sitting down,Stretching,AC,user20
training_1402,HAU,HAU/user20/2-2-2,multi,Which of the following actions appear in this video?,Checking the time,Typing on a keyboard,Checking body temperature,Turning a page,ABD,user20
training_1403,HAU,HAU/user20/2-2-3,multi,Which of the following actions appear in this video?,Grabbing utensils,Sitting down,Turning a page,Typing on a keyboard,BCD,user20
training_1404,HAU,HAU/user20/3-1-1,multi,Which of the following actions appear in this video?,Reading,Stirring,Eating,Pouring,BCD,user20
training_1405,HAU,HAU/user20/3-1-2,multi,Which of the following actions appear in this video?,Stirring,Pouring,Wiping surface,Eating,ABD,user20
training_1406,HAU,HAU/user20/3-1-3,multi,Which of the following actions appear in this video?,Washing dishes,Mopping,Eating,Pouring,ACD,user20
training_1407,HAU,HAU/user20/3-2-1,multi,Which of the following actions appear in this video?,Wiping surface,Eating,Sweeping,Pouring,AC,user20
training_1408,HAU,HAU/user20/3-2-2,multi,Which of the following actions appear in this video?,Lying down,Washing dishes,Mopping,Sweeping,CD,user20
training_1409,HAU,HAU/user20/3-2-3,multi,Which of the following actions appear in this video?,Jumping jacks,Mopping,Wiping surface,Checking the time,BC,user20
training_1410,HAU,HAU/user20/4-1-1,multi,Which of the following actions appear in this video?,Brushing teeth,Watching TV,Getting dressed,Turning a page,D,user20
training_1411,HAU,HAU/user20/4-1-2,multi,Which of the following actions appear in this video?,Undressing,Checking the time,Reading,Turning a page,BCD,user20
training_1412,HAU,HAU/user20/4-1-3,multi,Which of the following actions appear in this video?,Turning a page,Checking the time,Running,Washing face,AB,user20
training_1413,HAU,HAU/user20/4-2-1,multi,Which of the following actions appear in this video?,Brushing teeth,Washing face,Combing hair,Typing on a keyboard,ABC,user20
training_1414,HAU,HAU/user20/4-2-2,multi,Which of the following actions appear in this video?,Mopping,Combing hair,Jumping jacks,Washing face,BD,user20
training_1415,HAU,HAU/user20/4-2-3,multi,Which of the following actions appear in this video?,Listening to the music with headphones,Typing on a keyboard,Washing face,Squats,C,user20
training_1416,HAU,HAU/user20/5-1-1,multi,Which of the following actions appear in this video?,Grabbing utensils,Stirring,Undressing,Pouring,ABD,user20
training_1417,HAU,HAU/user20/5-1-2,multi,Which of the following actions appear in this video?,Stirring,Typing on a keyboard,Listening to the music with headphones,Pouring,ABD,user20
training_1418,HAU,HAU/user20/5-1-3,multi,Which of the following actions appear in this video?,Stirring,Lunges,Playing games,Checking the time,AD,user20
training_1419,HAU,HAU/user20/6-1-1,multi,Which of the following actions appear in this video?,Sitting down,Washing face,Squats,Jumping jacks,CD,user20
training_1420,HAU,HAU/user20/6-1-2,multi,Which of the following actions appear in this video?,Squats,Massaging oneself,Typing on a keyboard,Jumping jacks,AD,user20
training_1421,HAU,HAU/user20/6-1-3,multi,Which of the following actions appear in this video?,Sitting down,Jumping jacks,Sweeping,Squats,BD,user20
training_1422,HAU,HAU/user20/6-2-1,multi,Which of the following actions appear in this video?,Squats,Massaging oneself,Wiping hands,Folding clothes,BC,user20
training_1423,HAU,HAU/user20/6-2-2,multi,Which of the following actions appear in this video?,Eating,Taking medicine,Wiping hands,Massaging oneself,CD,user20
training_1424,HAU,HAU/user20/6-2-3,multi,Which of the following actions appear in this video?,Listening to the music with headphones,Sitting down,Squats,Wiping hands,D,user20
training_1425,HAU,HAU/user20/6-3-1,multi,Which of the following actions appear in this video?,Mopping,Sweeping,Pouring,Standing up,ACD,user20
training_1426,HAU,HAU/user20/6-3-2,multi,Which of the following actions appear in this video?,Walking,Standing up,Undressing,Checking the time,AB,user20
training_1427,HAU,HAU/user20/6-3-3,multi,Which of the following actions appear in this video?,Massaging oneself,Typing on a keyboard,Washing dishes,Walking,D,user20
training_1428,HAU,HAU/user20/7-1-1,multi,Which of the following actions appear in this video?,Drinking,Taking medicine,Eating,Combing hair,ABC,user20
training_1429,HAU,HAU/user20/7-1-2,multi,Which of the following actions appear in this video?,Eating,Grabbing utensils,Checking body temperature,Taking medicine,ABD,user20
training_1430,HAU,HAU/user20/7-1-3,multi,Which of the following actions appear in this video?,Grabbing utensils,Checking the time,Taking a selfie,Washing face,A,user20
training_1431,HAU,HAU/user20/7-2-1,multi,Which of the following actions appear in this video?,Drinking,Walking,Brushing teeth,Taking a selfie,BD,user20
training_1432,HAU,HAU/user20/7-2-2,multi,Which of the following actions appear in this video?,Combing hair,Washing dishes,Walking,Stirring,C,user20
training_1433,HAU,HAU/user20/7-2-3,multi,Which of the following actions appear in this video?,Writing,Lying down,Walking,Undressing,C,user20
training_1434,HAU,HAU/user21/1-1-1,multi,Which of the following actions appear in this video?,Wiping surface,Watching TV,Walking,Reading,C,user21
training_1435,HAU,HAU/user21/1-1-2,multi,Which of the following actions appear in this video?,Using a phone,Sweeping,Washing face,Brushing teeth,C,user21
training_1436,HAU,HAU/user21/1-1-3,multi,Which of the following actions appear in this video?,Sweeping,Wiping hands,Washing face,Walking,BCD,user21
training_1437,HAU,HAU/user21/1-2-1,multi,Which of the following actions appear in this video?,Walking,Using a phone,Stirring,Washing dishes,AB,user21
training_1438,HAU,HAU/user21/1-2-2,multi,Which of the following actions appear in this video?,Walking,Sitting down,Lying down,Listening to the music with headphones,ABD,user21
training_1439,HAU,HAU/user21/1-2-3,multi,Which of the following actions appear in this video?,Using a phone,Mopping,Brushing teeth,Listening to the music with headphones,AD,user21
training_1440,HAU,HAU/user21/2-1-1,multi,Which of the following actions appear in this video?,Wiping surface,Getting dressed,Mopping,Sweeping,CD,user21
training_1441,HAU,HAU/user21/2-1-2,multi,Which of the following actions appear in this video?,Stretching,Sweeping,Mopping,Grabbing utensils,BCD,user21
training_1442,HAU,HAU/user21/2-1-3,multi,Which of the following actions appear in this video?,Mopping,Sweeping,Undressing,Grabbing utensils,ABD,user21
training_1443,HAU,HAU/user21/2-2-1,multi,Which of the following actions appear in this video?,Playing games,Folding clothes,Standing up,Walking,CD,user21
training_1444,HAU,HAU/user21/2-2-2,multi,Which of the following actions appear in this video?,Turning a page,Washing dishes,Grabbing utensils,Checking the time,AD,user21
training_1445,HAU,HAU/user21/2-2-3,multi,Which of the following actions appear in this video?,Massaging oneself,Walking,Turning a page,Checking the time,BCD,user21
training_1446,HAU,HAU/user21/3-1-1,multi,Which of the following actions appear in this video?,Peeling fruit,Listening to the music with headphones,Brushing teeth,Grabbing utensils,AD,user21
training_1447,HAU,HAU/user21/3-1-2,multi,Which of the following actions appear in this video?,Getting dressed,Using a phone,Folding clothes,Grabbing utensils,D,user21
training_1448,HAU,HAU/user21/3-1-3,multi,Which of the following actions appear in this video?,Peeling fruit,Undressing,Lunges,Grabbing utensils,AD,user21
training_1449,HAU,HAU/user21/3-2-1,multi,Which of the following actions appear in this video?,Jumping jacks,Stretching,Checking body temperature,Eating,AC,user21
training_1450,HAU,HAU/user21/3-2-2,multi,Which of the following actions appear in this video?,Lying down,Walking,Taking medicine,Pouring,B,user21
training_1451,HAU,HAU/user21/3-2-3,multi,Which of the following actions appear in this video?,Squats,Combing hair,Writing,Stretching,A,user21
training_1452,HAU,HAU/user21/4-1-1,multi,Which of the following actions appear in this video?,Brushing teeth,Stretching,Combing hair,Walking,D,user21
training_1453,HAU,HAU/user21/4-1-2,multi,Which of the following actions appear in this video?,Walking,Taking a selfie,Getting dressed,Turning a page,A,user21
training_1454,HAU,HAU/user21/4-1-3,multi,Which of the following actions appear in this video?,Standing up,Calling,Eating,Walking,ABD,user21
training_1455,HAU,HAU/user21/4-2-1,multi,Which of the following actions appear in this video?,Using a phone,Taking a selfie,Washing face,Combing hair,CD,user21
training_1456,HAU,HAU/user21/4-2-2,multi,Which of the following actions appear in this video?,Checking body temperature,Listening to the music with headphones,Getting dressed,Washing face,D,user21
training_1457,HAU,HAU/user21/4-2-3,multi,Which of the following actions appear in this video?,Brushing teeth,Folding clothes,Writing,Lunges,A,user21
training_1458,HAU,HAU/user21/5-1-1,multi,Which of the following actions appear in this video?,Grabbing utensils,Undressing,Walking,Wiping hands,C,user21
training_1459,HAU,HAU/user21/5-1-2,multi,Which of the following actions appear in this video?,Squats,Taking medicine,Walking,Taking a selfie,CD,user21
training_1460,HAU,HAU/user21/5-1-3,multi,Which of the following actions appear in this video?,Wiping surface,Taking a selfie,Squats,Stretching,B,user21
training_1461,HAU,HAU/user21/5-2-1,multi,Which of the following actions appear in this video?,Mopping,Walking,Listening to the music with headphones,Using a phone,BCD,user21
training_1462,HAU,HAU/user21/5-2-2,multi,Which of the following actions appear in this video?,Peeling fruit,Wiping surface,Sitting down,Watching TV,AC,user21
training_1463,HAU,HAU/user21/5-2-3,multi,Which of the following actions appear in this video?,Walking,Listening to the music with headphones,Washing face,Mopping,AB,user21
training_1464,HAU,HAU/user21/6-1-1,multi,Which of the following actions appear in this video?,Checking the time,Checking body temperature,Getting dressed,Eating,BC,user21
training_1465,HAU,HAU/user21/6-1-2,multi,Which of the following actions appear in this video?,Getting dressed,Peeling fruit,Calling,Watching TV,A,user21
training_1466,HAU,HAU/user21/6-1-3,multi,Which of the following actions appear in this video?,Using a phone,Checking body temperature,Playing games,Wiping surface,B,user21
training_1467,HAU,HAU/user21/6-2-1,multi,Which of the following actions appear in this video?,Pouring,Brushing teeth,Drinking,Getting dressed,AC,user21
training_1468,HAU,HAU/user21/6-2-2,multi,Which of the following actions appear in this video?,Brushing teeth,Reading,Pouring,Drinking,CD,user21
training_1469,HAU,HAU/user21/6-2-3,multi,Which of the following actions appear in this video?,Checking the time,Pouring,Drinking,Washing dishes,ABC,user21
training_1470,HAU,HAU/user21/7-1-1,multi,Which of the following actions appear in this video?,Drinking,Undressing,Eating,Grabbing utensils,ACD,user21
training_1471,HAU,HAU/user21/7-1-2,multi,Which of the following actions appear in this video?,Walking,Grabbing utensils,Turning a page,Writing,B,user21
training_1472,HAU,HAU/user21/7-1-3,multi,Which of the following actions appear in this video?,Getting dressed,Massaging oneself,Sweeping,Grabbing utensils,BD,user21
